benchmark,item,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
B5,91,1,1,1,1,1,1,1,1,1,1,1,1
B5,92,0,1,1,0,1,0,0,1,0,0,0,0
B5,93,1,0,0,0,0,0,0,0,1,0,0,0
B5,94,1,1,1,1,1,1,0,1,1,0,1,1
B5,95,1,1,1,1,1,1,1,1,1,1,1,1
B5,96,1,0,1,1,1,0,1,1,1,1,0,1
B5,97,1,1,1,1,1,1,1,1,1,1,1,1
B5,98,0,0,0,0,0,0,0,0,0,0,0,0
B5,99,0,1,1,0,1,0,0,1,1,1,1,0
B5,100,0,0,0,0,0,0,0,0,0,0,0,0
B5,101,1,1,1,1,0,0,1,1,1,1,1,1
B5,102,1,1,1,1,1,1,1,0,0,1,0,0
B5,103,1,1,1,0,0,0,1,0,1,0,0,0
B5,104,1,0,1,1,1,1,1,1,1,1,1,1
B5,105,1,1,1,1,1,1,1,0,1,1,1,1
B5,106,1,0,1,1,0,0,1,1,1,0,1,0
B5,107,1,1,1,1,0,0,0,1,0,1,0,1
B5,108,1,1,0,1,1,1,1,1,0,0,1,1
B5,109,1,1,1,1,1,1,0,0,1,0,1,1
B5,110,1,1,1,1,1,1,1,1,0,1,1,0
B5,111,1,1,1,1,1,1,1,1,1,1,1,0
B5,112,1,1,0,1,1,1,1,1,0,1,0,0
B5,113,1,1,1,1,1,1,0,1,1,1,1,1
B5,114,1,1,0,1,0,1,1,1,1,1,1,1
B5,115,1,1,1,1,1,1,1,1,1,1,1,1
B5,116,1,0,1,1,1,1,1,1,0,1,0,0
B5,117,1,0,0,0,0,1,0,0,0,0,0,1
B5,118,1,1,1,0,0,1,1,1,1,1,1,0
B5,119,1,0,1,0,0,0,0,1,0,0,0,0
B5,120,1,1,1,1,1,1,1,0,1,0,0,1
B5,121,0,0,1,0,1,1,0,0,0,0,0,0
B5,122,1,1,1,1,1,1,1,1,1,1,1,1
B5,123,1,1,1,1,1,1,1,1,1,0,1,1
B5,124,1,1,1,1,1,1,1,1,1,1,1,1
B5,125,1,1,1,1,0,1,1,1,1,0,0,1
B5,126,1,1,1,1,1,1,0,1,0,1,0,0
B5,127,0,1,1,0,1,0,1,1,0,1,0,0
B5,128,1,1,1,1,1,1,1,1,1,1,1,0
B5,129,1,1,1,1,1,1,0,1,1,1,0,0
B5,130,1,1,1,0,0,0,0,0,0,0,0,0
B5,131,0,1,1,1,1,1,1,1,0,1,1,1
B5,132,0,1,0,0,1,0,0,0,0,0,0,0
B5,133,1,1,1,1,0,1,1,1,1,1,1,1
B5,134,1,1,1,1,1,0,1,1,1,1,1,1
B5,135,0,1,0,1,0,0,0,0,1,0,0,0
B5,136,1,1,1,0,0,1,0,1,1,0,1,0
B5,137,0,0,1,1,1,1,0,1,0,0,0,0
B5,138,1,0,1,0,1,1,0,1,0,1,1,0
B5,139,1,1,1,1,1,1,1,1,1,1,1,0
B5,140,1,0,1,0,1,1,1,1,1,1,1,1
B5,141,1,1,0,1,1,1,1,0,0,0,1,0
B5,142,1,1,1,1,1,1,0,1,1,0,1,0
B5,143,1,1,1,1,1,1,1,1,0,1,0,1
B5,144,0,1,1,0,1,0,0,0,1,0,1,1
B5,145,1,0,0,1,0,1,0,1,0,0,1,0
B5,146,1,0,1,1,0,1,0,0,1,0,1,0
B5,147,1,0,0,1,0,1,0,0,0,0,0,0
B5,148,1,0,1,1,1,1,1,0,1,1,1,0
B5,149,1,0,1,1,1,1,1,1,0,0,1,1
B5,150,1,1,1,1,1,1,1,0,1,0,1,1
B5,151,1,1,1,1,1,0,1,1,0,0,0,0
B5,152,1,0,1,0,0,1,0,0,0,0,0,0
B5,153,1,0,1,0,1,1,1,0,0,0,0,0
B5,154,1,1,1,1,0,1,0,1,0,1,0,0
B5,155,1,0,1,0,1,1,1,1,0,1,1,1
B5,156,1,1,1,1,0,1,0,1,1,1,0,0
B5,157,1,1,1,1,1,1,1,1,1,1,1,1
B5,158,1,1,0,1,1,1,1,0,0,1,0,1
B5,159,0,0,0,1,1,0,0,0,0,0,0,0
B5,160,0,0,0,1,0,0,1,0,0,1,0,0
B5,161,1,1,1,1,1,1,1,1,1,1,1,0
B5,162,0,0,0,1,0,0,0,0,0,0,0,0
B5,163,1,1,1,1,0,1,1,0,1,0,0,0
B5,164,0,1,1,1,1,0,1,1,1,1,0,0
B5,165,0,1,1,1,0,1,1,1,0,1,0,1
B5,166,1,1,0,0,0,0,0,0,0,1,0,0
B5,167,1,1,1,0,1,0,0,1,0,0,1,0
B5,168,1,0,0,0,0,1,0,0,1,1,0,0
B5,169,1,1,1,1,1,1,1,0,1,1,0,1
B5,170,0,0,0,1,0,1,1,1,0,0,0,0
B5,171,1,1,1,1,1,0,1,1,1,1,1,0
B5,172,1,0,0,0,1,1,0,1,1,1,0,1
B5,173,1,1,0,1,1,1,0,0,1,0,1,0
B5,174,1,1,1,1,1,1,1,1,0,1,1,0
B5,175,1,1,1,0,0,0,1,0,1,1,0,0
B5,176,1,1,0,1,0,1,0,0,0,0,0,0
B5,177,1,1,1,0,0,0,1,0,0,0,0,0
B5,178,0,0,1,1,1,1,0,0,0,0,0,0
B5,179,1,1,1,1,0,0,1,0,0,1,0,0
B5,180,1,1,1,1,1,1,1,1,1,1,1,1
B5,181,1,1,1,1,1,1,1,0,1,1,1,0
B5,182,1,1,1,1,1,1,0,1,1,0,1,0
B5,183,0,0,0,1,1,0,0,0,0,0,0,0
B5,184,1,1,1,1,1,1,1,1,0,0,0,1
B5,185,1,0,1,1,1,1,1,1,0,1,0,0
B5,186,1,0,1,0,0,0,1,0,0,0,1,0
B5,187,1,1,1,1,1,1,1,1,1,0,1,1
B5,188,1,1,1,1,1,1,1,1,1,1,1,0
B5,189,1,1,1,0,1,1,1,0,1,1,0,1
B5,190,0,1,1,1,0,1,1,1,0,0,0,1
B5,191,1,1,1,1,1,1,0,1,1,0,1,1
B5,192,1,1,1,1,0,1,1,1,1,1,0,0
B5,193,1,0,1,1,0,1,0,1,1,1,1,1
B5,194,1,1,1,1,1,1,0,1,1,0,1,0
B5,195,1,1,1,1,1,1,1,1,1,1,1,1
B5,196,1,1,1,1,1,1,1,1,1,1,0,0
B5,197,0,0,0,1,0,1,1,0,0,0,1,1
B5,198,1,1,1,1,1,0,1,0,1,1,1,0
B5,199,1,1,1,1,1,1,0,0,1,1,0,0
B5,200,0,1,0,0,0,1,0,1,1,0,0,0
B5,201,1,0,0,0,0,0,0,0,0,1,0,0
B5,202,1,1,1,1,1,1,1,0,0,1,1,1
B5,203,1,1,1,1,1,1,1,1,0,0,0,1
B5,204,0,0,0,0,0,0,0,0,0,0,0,0
B5,205,0,0,1,0,1,1,0,0,0,0,0,0
B5,206,0,1,0,0,0,1,0,0,0,0,0,0
B5,207,1,0,1,1,1,0,1,1,0,0,1,0
B5,208,0,1,1,1,0,0,0,0,0,0,0,1
B5,209,1,1,1,1,0,1,1,1,0,1,0,1
B5,210,1,0,1,0,1,0,1,0,0,0,0,0
B5,211,0,1,1,0,1,0,0,1,1,0,1,0
B5,212,1,1,1,1,1,0,1,1,1,1,1,1
B5,213,1,1,0,0,0,0,1,1,1,0,0,1
B5,214,1,0,1,1,1,1,1,1,1,1,1,1
B5,215,1,1,1,1,0,1,1,1,0,1,1,1
B5,216,0,1,0,1,1,1,1,1,1,0,1,0
B5,217,1,1,1,1,0,0,1,1,1,1,1,0
B5,218,0,0,0,0,1,0,1,0,0,0,0,0
B5,219,0,1,0,0,1,0,1,1,1,0,0,1
B5,220,1,1,1,0,1,0,1,1,0,1,1,0
B5,221,0,1,0,1,1,1,0,1,1,1,0,0
B5,222,1,1,1,1,0,1,0,0,1,1,1,0
B5,223,1,1,1,1,1,1,1,1,1,0,0,1
B5,224,1,0,0,0,0,0,1,0,1,1,0,1
B5,225,1,1,0,1,0,0,1,1,1,0,0,0
B5,226,0,1,1,1,1,1,1,1,1,1,1,1
B5,227,0,0,0,1,0,1,0,0,0,0,0,0
B5,228,1,1,1,1,0,1,1,0,1,1,0,0
B5,229,1,1,0,1,1,1,0,0,0,0,0,0
B5,230,0,0,1,1,1,0,0,0,0,0,1,0
B5,231,1,0,1,1,1,1,0,1,1,1,1,0
B5,232,1,1,1,1,1,1,1,1,0,1,1,1
B5,233,1,1,1,1,1,0,0,0,1,0,1,1
B5,234,1,1,1,1,1,1,1,0,1,1,1,1
B5,235,1,0,1,1,1,0,1,0,0,1,1,1
B5,236,0,1,0,1,0,1,0,0,0,1,1,0
B5,237,1,1,1,1,1,1,1,1,1,1,1,0
B5,238,1,1,1,1,1,1,1,1,0,1,1,1
B5,239,1,1,1,0,1,1,1,1,0,1,1,0
B5,240,1,1,1,1,0,0,0,1,1,1,0,0
B5,241,1,1,1,1,1,0,1,0,1,0,1,0
B5,242,0,0,0,1,0,0,0,0,0,0,0,0
B5,243,1,1,0,1,0,0,0,1,0,0,0,0
B5,244,1,0,0,0,0,0,1,0,1,0,0,0
B5,245,1,1,1,1,1,1,1,0,0,0,0,0
B5,246,1,1,1,1,1,1,1,1,0,1,0,0
B5,247,1,1,1,1,1,1,1,1,1,0,1,1
B5,248,1,1,1,1,1,1,1,1,1,1,1,1
B5,249,0,1,1,0,1,0,0,0,0,0,0,0
B5,250,0,0,0,0,0,0,0,0,0,0,0,0
B5,251,1,1,0,1,1,1,1,1,1,1,1,1
B5,252,1,0,0,1,0,0,0,0,0,0,0,0
B5,253,1,0,0,0,0,0,1,0,0,1,1,0
B5,254,1,0,1,1,0,0,1,1,0,0,0,1
B5,255,1,1,1,1,1,1,1,1,1,1,1,1
B5,256,1,1,0,1,1,1,0,1,1,1,0,1
B5,257,0,1,1,1,1,1,0,1,0,1,0,1
B5,258,1,1,1,1,1,0,1,1,1,1,0,1
B5,259,1,0,1,1,1,0,1,1,1,0,1,1
B5,260,1,1,1,1,0,0,0,0,1,1,0,0
B5,261,1,0,1,1,1,0,0,0,0,1,0,0
B5,262,1,1,1,0,1,1,1,1,0,0,1,1
B5,263,1,1,1,1,1,1,1,1,1,1,1,1
B5,264,1,0,1,1,1,1,1,1,0,1,0,0
B5,265,0,1,1,1,1,1,0,1,1,1,1,0
B5,266,1,1,1,1,1,1,1,1,1,1,1,0
B5,267,0,1,1,1,1,0,1,0,0,1,0,0
B5,268,1,0,0,0,0,1,0,0,1,0,1,1
B5,269,0,0,1,1,0,1,1,0,0,0,0,0
B5,270,1,1,1,1,1,0,1,1,0,1,0,1
B5,271,0,1,1,1,0,0,1,0,0,0,1,1
B5,272,1,1,1,1,1,1,1,0,1,1,1,0
B5,273,1,0,1,0,0,1,0,0,0,1,0,1
B5,274,1,1,1,1,1,0,1,1,1,1,1,1
B5,275,0,0,1,1,1,1,1,1,0,0,0,0
B5,276,0,0,1,1,1,0,0,1,0,0,1,0
B5,277,1,1,0,1,1,1,1,1,1,0,1,1
B5,278,1,0,1,0,1,0,0,0,0,0,0,0
B5,279,1,0,1,1,1,0,0,1,1,0,0,1
B5,280,1,1,0,1,1,1,0,1,0,1,0,1
B5,281,0,1,0,0,0,0,1,1,0,1,0,1
B5,282,1,1,1,1,1,0,1,1,1,0,1,1
B5,283,1,1,0,1,1,1,1,1,1,1,1,0
B5,284,0,1,1,1,0,1,1,0,1,0,0,0
B5,285,1,1,1,1,1,0,1,0,1,1,0,0
B5,286,1,1,1,1,1,0,1,0,1,1,1,0
B5,287,1,1,1,1,1,1,1,1,0,1,1,0
B5,288,1,1,1,1,1,1,1,1,1,1,1,1
B5,289,1,1,1,1,0,1,1,1,1,1,1,1
B5,290,1,1,1,1,1,1,1,1,1,1,1,1
B5,291,1,1,1,0,0,0,0,0,0,1,0,0
B5,292,1,1,1,1,1,1,1,1,0,1,0,1
B5,293,1,1,1,1,0,0,0,1,1,1,1,1
B5,294,0,1,1,1,1,0,0,1,1,0,1,1
B5,295,1,1,1,1,1,1,1,0,0,1,0,0
B5,296,0,0,0,0,0,0,0,0,0,0,0,0
B5,297,1,0,1,1,1,1,1,1,1,1,1,1
B5,298,1,1,0,1,0,0,1,1,0,1,0,0
B5,299,0,1,1,1,1,0,1,0,0,0,0,1
B5,300,1,1,1,1,1,0,0,0,1,1,1,1
B5,301,1,1,1,1,1,1,1,1,0,0,0,0
B5,302,0,1,1,1,0,0,1,1,1,0,0,1
B5,303,0,1,1,1,1,0,1,1,1,1,1,0
B5,304,1,1,1,1,1,1,1,1,0,0,0,1
B5,305,1,1,1,1,1,1,1,1,1,1,1,1
B5,306,1,1,0,1,1,1,1,1,1,1,1,1
B5,307,1,1,1,1,1,1,1,0,0,1,1,1
B5,308,1,1,0,1,1,1,1,0,1,1,1,0
B5,309,1,1,1,1,1,1,0,1,1,1,0,0
B5,310,1,1,1,1,1,1,1,0,0,1,0,1
B5,311,1,1,0,1,1,1,1,1,1,1,0,0
B5,312,1,1,1,1,0,1,1,1,0,1,1,1
B5,313,0,0,0,0,0,0,0,0,0,0,1,0
B5,314,1,1,1,1,1,1,1,1,1,1,1,1
B5,315,1,0,0,1,0,1,0,1,1,1,0,0
B5,316,1,1,1,1,0,1,1,1,1,1,1,0
B5,317,1,1,1,0,0,0,1,0,0,0,0,0
B5,318,0,1,1,1,1,0,0,0,0,0,0,0
B5,319,0,0,0,0,0,0,0,0,0,0,1,0
B5,320,1,0,0,0,0,0,1,0,1,0,0,0
B5,321,1,1,1,1,1,1,1,0,1,1,1,1
B5,322,0,1,1,0,0,0,1,0,0,1,0,0
B5,323,0,1,0,0,0,1,0,0,0,0,0,0
B5,324,1,1,0,1,1,1,0,0,1,0,1,0
B5,325,0,1,0,0,1,1,1,0,1,1,1,0
B5,326,1,1,1,0,1,1,1,1,1,1,1,1
B5,327,1,1,1,1,1,1,1,1,1,1,1,0
B5,328,1,1,1,1,1,1,1,1,1,1,0,1
B5,329,1,1,1,1,1,1,1,1,1,0,0,0
B5,330,1,1,1,1,0,1,0,1,0,0,1,0
B5,331,0,1,0,0,0,0,1,0,0,1,0,0
B5,332,1,1,1,1,1,0,1,1,1,1,1,0
B5,333,0,1,1,1,0,1,1,0,1,1,1,1
B5,334,1,1,1,1,1,1,1,1,1,0,1,1
B5,335,1,1,1,1,0,0,1,0,1,1,0,0
B5,336,1,1,1,1,1,0,1,1,0,1,1,1
B5,337,1,1,0,1,1,0,0,0,1,1,1,1
B5,338,1,1,1,1,1,0,0,1,1,1,0,1
B5,339,0,0,0,0,0,0,0,0,0,0,0,0
B5,340,1,1,1,1,1,0,0,0,0,0,0,1
B5,341,0,1,1,1,1,1,1,1,1,0,1,1
B5,342,1,1,1,1,1,1,1,1,1,1,1,1
B5,343,1,1,1,1,1,1,1,0,1,0,1,1
B5,344,1,1,0,1,1,1,1,1,1,1,1,1
B5,345,1,1,1,1,0,1,1,0,1,1,1,1
B5,346,0,1,1,1,1,1,1,1,1,0,1,0
B5,347,1,1,1,1,1,1,1,0,1,1,0,1
B5,348,1,1,1,1,0,1,1,0,1,0,1,1
B5,349,1,1,1,1,1,1,1,1,0,1,1,1
B5,350,0,0,0,0,0,1,0,0,1,0,0,0
B5,351,0,1,1,0,1,1,1,1,0,0,1,0
B5,352,1,1,1,1,1,1,1,1,1,1,1,1
B5,353,1,1,1,1,0,1,0,0,0,0,1,0
B5,354,1,1,0,1,1,1,1,1,0,1,0,0
B5,355,1,0,1,0,1,1,1,0,1,0,0,1
B5,356,1,1,1,1,1,1,1,1,1,1,1,1
B5,357,1,1,1,1,1,1,1,1,1,0,0,0
B5,358,1,1,1,1,1,1,1,1,1,1,1,1
B5,359,1,0,1,1,1,0,0,0,0,0,0,0
B5,360,1,0,1,1,1,0,0,0,1,0,0,1
B5,361,1,1,1,1,1,0,0,1,1,0,0,0
B5,362,1,1,1,1,1,1,0,1,0,1,0,0
B5,363,0,0,1,1,0,0,0,1,0,0,0,0
B5,364,0,1,1,0,0,0,0,0,0,0,0,0
B5,365,1,0,1,1,1,1,1,1,1,1,1,1
B5,366,1,0,1,1,1,1,1,1,0,1,0,0
B5,367,1,1,1,1,1,1,1,1,1,1,1,0
B5,368,1,1,1,1,1,1,1,1,1,1,1,1
B5,369,0,1,1,1,0,1,1,0,1,0,1,0
B5,370,1,1,1,1,1,1,1,1,1,1,1,0
B5,371,1,1,1,0,0,1,1,1,0,1,1,0
B5,372,1,1,0,1,0,1,0,1,0,0,0,0
B5,373,1,1,1,1,1,1,1,1,1,1,1,1
B5,374,1,1,1,1,1,1,1,1,1,1,1,1
B5,375,1,1,1,1,1,1,1,1,1,1,1,1
B5,376,0,0,1,0,0,0,0,0,0,1,0,0
B5,377,1,1,1,0,0,1,1,1,0,0,0,1
B5,378,0,0,1,0,0,1,0,0,0,1,0,0
B5,379,1,0,0,1,1,1,0,1,0,0,1,1
B5,380,1,0,1,0,1,0,1,0,0,0,0,0
B5,381,1,0,1,1,1,1,1,0,0,1,1,1
B5,382,1,1,1,1,1,1,1,1,1,1,0,1
B5,383,1,1,1,0,0,1,0,0,0,0,0,0
B5,384,1,1,1,1,1,1,1,1,1,1,1,1
B5,385,1,1,1,0,1,0,0,0,0,0,0,0
B5,386,1,1,1,1,1,1,1,1,1,1,1,0
B5,387,0,0,0,0,0,0,0,0,1,0,0,0
B5,388,1,1,1,0,1,0,1,1,1,0,1,1
B5,389,1,0,1,0,1,0,0,0,0,0,0,0
B5,390,1,1,1,0,1,0,1,0,1,1,1,1
B5,391,1,0,0,1,1,1,0,1,0,1,0,0
B5,392,1,1,1,1,1,0,1,1,0,0,1,1
B5,393,1,0,0,1,0,1,0,0,0,0,0,0
B5,394,1,0,1,1,1,0,1,0,0,1,0,1
B5,395,1,1,1,1,0,1,1,1,1,0,0,1
B5,396,1,1,1,1,1,1,1,0,1,1,0,1
B5,397,0,1,0,0,0,0,0,0,0,1,0,0
B5,398,1,0,1,1,1,1,0,1,1,1,1,0
B5,399,0,0,1,0,1,1,0,0,0,0,0,0
B5,400,1,1,1,1,1,1,1,1,1,1,1,1
B5,401,1,0,1,1,1,1,0,1,1,1,1,0
B5,402,1,1,1,1,0,1,0,0,0,1,1,0
B5,403,1,0,0,1,0,1,1,0,0,0,1,0
B5,404,1,0,1,1,1,1,1,1,1,1,1,0
B5,405,0,1,0,1,0,0,1,0,0,0,1,0
B5,406,1,1,0,1,1,0,1,0,1,0,0,0
B5,407,1,1,1,1,1,1,1,1,1,1,1,1
B5,408,1,1,0,1,0,1,0,1,0,1,0,0
B5,409,1,1,1,1,0,1,0,0,1,0,1,0
B5,410,1,1,0,1,0,0,1,0,0,0,0,0
B5,411,1,1,1,1,1,1,1,1,1,1,1,1
B5,412,1,1,1,1,0,1,1,1,1,1,1,0
B5,413,1,1,0,1,0,0,0,0,1,1,1,0
B5,414,1,1,1,1,1,1,1,1,0,1,1,1
B5,415,1,1,0,1,1,0,1,0,0,1,0,0
B5,416,1,1,1,1,0,0,0,0,0,0,1,0
B5,417,1,1,0,0,1,1,1,0,0,0,0,0
B5,418,1,0,1,1,0,1,1,1,0,0,0,0
B5,419,1,1,1,1,1,1,1,0,0,1,1,1
B5,420,1,1,1,1,0,1,1,1,0,0,1,0
B5,421,1,1,1,1,1,1,1,1,1,0,1,0
B5,422,0,0,0,0,0,0,0,0,0,0,0,0
B5,423,0,1,1,1,0,1,1,1,1,1,0,1
B5,424,0,0,1,0,0,1,0,1,1,0,1,0
B5,425,1,1,1,0,0,1,1,0,1,0,0,1
B5,426,1,1,1,1,0,1,0,1,0,1,0,0
B5,427,0,1,1,1,0,0,1,1,1,0,0,1
B5,428,1,1,1,1,1,1,1,1,0,1,1,1
B5,429,1,0,1,0,0,0,0,0,0,0,0,0
B5,430,0,0,1,1,0,1,1,1,0,0,0,0
B5,431,1,0,1,0,0,0,1,1,0,0,1,1
B5,432,1,1,1,1,1,1,1,0,1,1,1,1
B5,433,0,0,0,1,1,0,0,0,0,0,0,1
B5,434,1,0,1,1,0,0,0,1,0,0,0,0
B5,435,0,0,0,0,0,0,0,0,0,0,0,0
B5,436,0,1,0,0,0,0,0,0,0,0,0,0
B5,437,1,1,1,1,1,1,0,1,1,0,1,1
B5,438,0,0,0,0,0,0,0,0,0,0,0,0
B5,439,1,1,1,1,1,1,1,1,1,1,1,0
B5,440,1,1,1,1,0,1,1,1,1,1,1,1
B5,441,1,0,1,0,0,1,1,1,1,0,1,1
B5,442,0,1,0,0,0,0,0,0,0,0,0,1
B5,443,1,0,0,0,0,0,1,0,0,1,1,0
B5,444,0,0,0,0,0,0,0,0,0,0,0,0
B5,445,1,1,1,1,1,1,0,1,1,1,1,1
B5,446,0,1,1,1,1,0,0,0,0,0,1,0
B5,447,1,0,1,1,1,0,1,1,1,1,0,0
B5,448,1,1,1,1,1,1,0,1,0,1,0,0
B5,449,1,0,1,1,1,1,0,1,1,1,0,1
B5,450,1,0,1,1,1,0,1,1,1,1,0,0
B5,451,0,1,1,1,1,1,1,0,1,1,0,0
B5,452,0,1,1,1,1,1,1,1,0,0,1,1
B5,453,1,1,1,0,1,1,1,1,0,1,0,0
B5,454,1,1,1,1,1,1,1,1,1,0,0,0
B5,455,1,0,1,1,0,0,1,0,0,0,1,1
B5,456,1,1,1,1,1,1,1,1,1,1,1,1
B5,457,1,0,1,1,1,1,1,0,0,1,0,0
B5,458,0,1,1,0,0,1,0,0,0,0,1,0
B5,459,1,1,1,1,1,1,1,0,1,1,1,0
B5,460,1,0,1,0,1,1,1,1,0,0,0,1
B5,461,0,1,0,1,1,1,1,1,1,1,0,1
B5,462,1,1,0,1,1,0,1,0,1,0,0,1
B5,463,0,1,1,0,1,1,1,1,0,1,0,1
B5,464,1,1,1,1,1,1,1,1,1,1,0,1
B5,465,0,0,1,1,1,0,0,0,0,0,0,1
B5,466,1,1,1,1,0,0,0,1,1,1,0,0
B5,467,0,1,1,1,1,1,0,0,0,0,0,0
B5,468,1,1,1,0,0,1,1,0,1,0,0,0
B5,469,0,0,0,0,0,1,0,0,0,0,0,0
B5,470,1,0,1,1,0,0,1,0,0,1,0,1
B5,471,1,1,1,1,1,1,1,1,1,1,1,1
B5,472,1,1,1,1,1,1,1,1,0,1,1,1
B5,473,0,1,1,1,1,1,1,1,0,1,1,0
B5,474,1,1,1,1,1,1,1,1,1,1,0,1
B5,475,0,1,0,1,1,1,1,0,1,1,0,1
B5,476,1,1,1,1,1,1,1,0,1,1,1,0
B5,477,1,1,1,1,0,1,1,1,1,1,0,0
B5,478,1,1,1,1,1,1,1,1,1,1,1,1
B5,479,0,0,0,0,1,0,0,0,0,0,0,0
B5,480,1,1,1,0,1,1,1,1,1,1,1,1
B5,481,1,1,1,1,1,1,1,0,1,0,0,1
B5,482,1,1,0,1,1,0,0,0,1,0,1,0
B5,483,1,1,0,1,1,1,0,1,1,0,0,0
B5,484,1,1,0,1,0,0,0,1,1,0,1,0
B5,485,0,0,0,1,0,0,0,0,0,1,0,0
B5,486,1,0,0,1,0,0,0,1,0,1,0,0
B5,487,1,1,1,0,1,0,1,0,1,0,1,0
B5,488,1,1,1,1,1,1,1,1,1,1,1,0
B5,489,0,1,1,1,0,1,0,1,0,1,0,0
B5,490,1,1,0,1,1,1,0,0,1,0,1,0
B5,491,1,1,1,1,1,1,0,1,1,1,0,1
B5,492,1,1,1,1,0,1,0,1,1,1,0,0
B5,493,1,1,1,0,1,1,1,1,0,0,0,0
B5,494,1,0,1,1,0,1,0,0,0,0,1,1
B5,495,0,1,1,1,1,1,1,1,1,0,1,0
B5,496,0,0,0,0,1,1,0,0,0,0,0,0
B5,497,1,1,1,1,1,0,1,1,0,0,1,1
B5,498,0,1,0,1,1,1,0,0,0,1,0,1
B5,499,1,1,1,1,1,1,1,1,1,1,0,0
B5,500,1,1,1,1,0,0,1,0,1,1,1,0
B5,501,0,1,1,1,1,1,1,1,1,1,1,0
B5,502,1,1,1,1,1,1,0,0,1,1,0,0
B5,503,1,1,1,1,1,1,1,0,1,1,1,1
B5,504,1,0,1,0,0,1,1,1,0,1,0,0
B5,505,1,1,1,0,0,0,0,0,0,0,0,0
B5,506,1,1,1,1,1,1,1,1,1,1,1,1
B5,507,0,1,1,1,0,1,0,1,1,0,1,1
B5,508,1,1,1,1,1,1,1,0,0,1,1,1
B5,509,0,1,1,1,0,1,0,0,0,0,0,0
B5,510,0,1,0,0,0,0,0,0,0,1,0,0
B5,511,1,1,0,1,1,1,1,0,0,0,1,0
B5,512,1,1,1,1,1,1,1,1,1,1,1,1
B5,513,1,1,1,1,0,1,1,1,0,1,1,1
B5,514,0,1,1,1,1,1,0,1,0,1,1,1
B5,515,1,1,1,1,1,0,0,1,0,0,1,1
B5,516,1,1,1,1,0,1,0,0,0,0,1,1
B5,517,1,1,0,0,1,0,1,0,0,1,0,1
B5,518,1,0,1,1,1,1,1,1,1,1,0,1
B5,519,1,1,1,0,0,1,1,0,1,0,0,1
B5,520,1,1,0,0,1,1,1,1,1,0,0,1
B5,521,1,1,1,1,1,1,1,1,1,1,1,1
B5,522,1,1,1,1,1,1,1,1,1,1,1,0
B5,523,0,0,1,0,0,0,0,0,1,1,1,0
B5,524,0,0,0,0,1,0,0,0,0,0,0,0
B5,525,1,1,1,1,1,1,0,1,0,1,1,1
B5,526,1,1,1,0,1,1,0,0,1,1,1,0
B5,527,1,1,1,1,1,1,0,1,1,0,1,1
B5,528,1,1,0,1,0,1,1,1,1,1,0,1
B5,529,1,1,1,1,1,1,0,1,1,1,1,1
B5,530,1,1,1,1,0,0,1,0,0,1,1,1
B5,531,0,1,0,1,1,0,1,0,0,1,1,1
B5,532,1,0,0,0,1,0,1,0,0,0,1,1
B5,533,1,1,1,1,1,1,1,1,1,1,1,1
B5,534,1,1,1,1,1,1,1,1,1,1,1,1
B5,535,1,1,1,1,1,1,1,1,0,1,1,0
B5,536,0,1,0,0,0,1,0,0,0,0,0,0
B5,537,1,1,1,1,1,1,1,1,1,1,1,0
B5,538,0,0,0,0,0,1,0,0,1,0,0,0
B5,539,1,1,1,1,0,0,1,0,1,0,0,0
B5,540,1,1,1,1,1,1,1,1,1,1,1,1
B5,541,1,1,1,1,1,0,0,1,0,0,0,0
B5,542,1,1,0,1,0,1,1,1,1,0,0,1
B5,543,1,1,1,1,1,1,1,1,1,1,1,1
B5,544,1,1,1,1,1,1,1,1,1,0,1,1
B5,545,1,1,1,1,1,0,1,1,1,1,1,1
B5,546,1,1,1,1,0,1,0,1,1,1,1,0
B5,547,1,1,1,1,1,1,1,1,1,1,1,0
B5,548,0,0,0,0,1,0,0,0,1,1,0,0
B5,549,1,0,1,1,0,1,1,0,0,1,0,0
B5,550,1,1,1,1,0,1,1,0,1,1,0,0
B5,551,0,1,1,1,1,1,1,1,1,0,1,1
B5,552,1,0,1,0,1,0,0,0,0,0,0,0
B5,553,1,1,1,1,0,1,0,1,1,0,1,0
B5,554,1,1,1,1,1,1,1,1,1,1,1,1
B5,555,1,1,1,1,1,0,0,1,1,0,0,1
B5,556,0,0,0,0,0,0,0,1,0,0,0,0
B5,557,0,1,0,1,0,0,0,0,0,0,0,0
B5,558,0,1,1,0,0,1,0,1,0,1,0,0
B5,559,1,1,0,1,0,1,1,1,1,1,0,1
B5,560,0,0,0,0,0,0,0,0,1,0,0,0
B5,561,1,1,0,1,0,0,1,1,1,0,0,1
B5,562,1,0,1,1,0,0,0,0,1,0,0,0
B5,563,0,0,0,0,0,1,0,1,0,0,0,0
B5,564,1,1,1,0,1,0,1,1,0,1,0,1
B5,565,0,1,1,1,1,0,1,1,1,1,1,1
B5,566,1,1,1,1,1,1,1,1,1,1,1,1
B5,567,1,1,1,1,1,1,1,1,1,1,1,0
B5,568,0,1,1,0,1,1,0,1,0,0,1,0
B5,569,1,1,1,1,0,1,1,1,1,0,1,0
B5,570,0,1,0,0,0,0,0,1,0,0,0,0
B5,571,0,1,0,1,0,1,1,1,0,0,0,0
